country,iso,year,deposits,securities,country_id,region,reserves_ara,_merge,share_securities,share_deposits
FINLAND,FIN,2015,65866350,6162697397.400001,29,,,Master only (1),98.942513,1.0574886
FINLAND,FIN,2016,1091766155.3,5389046194.2,29,,,Master only (1),83.15387,16.84613
FINLAND,FIN,2017,1011051875.5,5348004909.6,29,,,Master only (1),84.100601,15.8994
FINLAND,FIN,2018,938242770,5169673855,29,,,Master only (1),84.638908,15.361094
FINLAND,FIN,2019,1156567261.6,5662255045.599999,29,,,Master only (1),83.038605,16.961393
FINLAND,FIN,2020,961570285.1999999,7117814410.7,29,,,Master only (1),88.098473,11.901528
FINLAND,FIN,2021,1061597306,7131071589.6,29,,,Master only (1),87.042107,12.957893
FINLAND,FIN,2022,1326904796.6,6203692245,29,,,Master only (1),82.379822,17.62018
FINLAND,FIN,2023,727690015,7159687275,29,,,Master only (1),90.773994,9.2260075
FINLAND,FIN,2024,550371819.6,8124685244.1,29,,,Master only (1),93.655701,6.3443022
France,FRA,1999,,,30,,,Master only (1),,
France,FRA,2000,481068500,31633278000,30,,,Master only (1),98.502014,1.4979863
France,FRA,2001,1102506300,25260701900,30,,,Master only (1),95.818008,4.1819882
France,FRA,2002,490791600,21473181200,30,,,Master only (1),97.765472,2.2345302
France,FRA,2003,3300219000,19821522000,30,,,Master only (1),85.726768,14.273229
France,FRA,2004,8006423800,21070324900,30,,,Master only (1),72.464516,27.535484
France,FRA,2005,3603983500,20392294200,30,,,Master only (1),84.981071,15.018928
France,FRA,2006,11691009000,28596021000,30,,,Master only (1),70.980713,29.019287
France,FRA,2007,14854961100,28732447800,30,,,Master only (1),65.919144,34.080853
France,FRA,2008,6689901900,23693692500,30,,,Master only (1),77.981865,22.018139
France,FRA,2009,7090633200,20638035600,30,,,Master only (1),74.428513,25.571487
France,FRA,2010,12297048600,23913971400,30,,,Master only (1),66.040588,33.959408
France,FRA,2011,1044177300,25101660000,30,,,Master only (1),96.006332,3.9936655
France,FRA,2012,3796796819.03288,26553420462.2324,30,,,Master only (1),87.490051,12.50995
France,FRA,2013,877611505.4487439,26536493346.6982,30,,,Master only (1),96.798683,3.2013137
France,FRA,2014,2015337395.54768,26640638894.1618,30,,,Master only (1),92.967133,7.0328693
France,FRA,2015,902063786.460228,35468399377.1591,30,,,Master only (1),97.519791,2.4802098
France,FRA,2016,2041690422.27954,37143584167.1527,30,,,Master only (1),94.78965,5.210351
France,FRA,2017,3525457482.8,34216897293.2,30,,,Master only (1),90.659149,9.3408518
France,FRA,2018,4375189270,44154375085,30,,,Master only (1),90.984489,9.0155134
France,FRA,2019,5513976356.2,46220564087.4,30,,,Master only (1),89.341789,10.658211
France,FRA,2020,6449449853.7,48714456380.7999,30,,,Master only (1),88.308571,11.691431
France,FRA,2021,4401926916.8,49226980957,30,,,Master only (1),91.791878,8.2081232
France,FRA,2022,2707577965.8,50129154732,30,,,Master only (1),94.87558,5.1244235
France,FRA,2023,172293810,29463641545,30,,,Master only (1),99.418633,.58136791
France,FRA,2024,195750576.9,29403160774.5,30,,,Master only (1),99.338654,.66134381
United_Kingdom_CB,GB_CB,1999,,,93,,,Master only (1),,
United_Kingdom_CB,GB_CB,2000,4813063834.43221,3238274787,93,,,Master only (1),40.220329,59.779671
United_Kingdom_CB,GB_CB,2001,3953893081.65534,5501139278.86,93,,,Master only (1),58.182129,41.817871
United_Kingdom_CB,GB_CB,2002,6929061988.45066,7779682437.71185,93,,,Master only (1),52.891548,47.108452
United_Kingdom_CB,GB_CB,2003,10092480555.8909,9233611530.737509,93,,,Master only (1),47.777954,52.222046
United_Kingdom_CB,GB_CB,2004,12423774133.324,9552697446.690411,93,,,Master only (1),43.467838,56.532162
United_Kingdom_CB,GB_CB,2005,11060466564.045,9806056621.353649,93,,,Master only (1),46.994205,53.005795
United_Kingdom_CB,GB_CB,2006,11735872171.5056,8450655557.129999,93,,,Master only (1),41.86285,58.13715
United_Kingdom_CB,GB_CB,2007,6443799430.96344,8074114050.2324,93,,,Master only (1),55.614838,44.385162
United_Kingdom_CB,GB_CB,2008,347801588.344055,5609437096.47128,93,,,Master only (1),94.161697,5.8383021
United_Kingdom_CB,GB_CB,2009,468000000,6484000000,93,,,Master only (1),93.268127,6.7318759
United_Kingdom_CB,GB_CB,2010,664000000,6120000000,93,,,Master only (1),90.212265,9.7877359
United_Kingdom_CB,GB_CB,2011,999000000,6091000000,93,,,Master only (1),85.909729,14.090268
United_Kingdom_CB,GB_CB,2012,921000000,5929000000,93,,,Master only (1),86.554741,13.445255
United_Kingdom_CB,GB_CB,2013,882000000,10617000000,93,,,Master only (1),92.329765,7.6702323
United_Kingdom_CB,GB_CB,2014,290000000,9845000000,93,,,Master only (1),97.138626,2.8613715
United_Kingdom_CB,GB_CB,2015,496000000,10286000000,93,,,Master only (1),95.399742,4.6002598
United_Kingdom_CB,GB_CB,2016,576000000,10797000000,93,,,Master only (1),94.935371,5.0646267
United_Kingdom_CB,GB_CB,2017,599000000,11783000000,93,,,Master only (1),95.162331,4.8376675
United_Kingdom_CB,GB_CB,2018,731000000,8384000000,93,,,Master only (1),91.980255,8.0197477
United_Kingdom_CB,GB_CB,2019,767000000,9678000000,93,,,Master only (1),92.656776,7.3432264
United_Kingdom_CB,GB_CB,2020,3156000000,17204000000,93,,,Master only (1),84.499016,15.500982
United_Kingdom_CB,GB_CB,2021,3088000000,16011000000,93,,,Master only (1),83.831612,16.168386
United_Kingdom_CB,GB_CB,2022,9976000000,6020000000,93,,,Master only (1),37.634407,62.365593
United_Kingdom_CB,GB_CB,2023,1183000000,7798000000,93,,,Master only (1),86.827751,13.172253
United_Kingdom_CB,GB_CB,2024,1554000000,16253000000,93,,,Master only (1),91.273094,8.7269049
United_Kingdom_MA,GB_MA,1999,,,94,,,Master only (1),,
United_Kingdom_MA,GB_MA,2000,13142681097.0386,32933727831,94,,,Master only (1),71.476334,28.523666
United_Kingdom_MA,GB_MA,2001,9455013655.65534,30558252497.86,94,,,Master only (1),76.3703,23.629698
United_Kingdom_MA,GB_MA,2002,11278453290.4507,35327720378.7119,94,,,Master only (1),75.800514,24.199484
United_Kingdom_MA,GB_MA,2003,13865782329.8909,38565667801.7375,94,,,Master only (1),73.554459,26.445543
United_Kingdom_MA,GB_MA,2004,12908788239.8191,44631685847.0511,94,,,Master only (1),77.565727,22.434275
United_Kingdom_MA,GB_MA,2005,13677049356.1439,44538255117.9518,94,,,Master only (1),76.506096,23.493906
United_Kingdom_MA,GB_MA,2006,13505419772.8651,47670841366.1393,94,,,Master only (1),77.923759,22.076242
United_Kingdom_MA,GB_MA,2007,7019057384.321569,51813914540.3683,94,,,Master only (1),88.069519,11.930483
United_Kingdom_MA,GB_MA,2008,959475323.213518,45484422631.046,94,,,Master only (1),97.93412,2.0658803
United_Kingdom_MA,GB_MA,2009,1091000000,41479000000,94,,,Master only (1),97.437164,2.5628376
United_Kingdom_MA,GB_MA,2010,1296000000,48976000000,94,,,Master only (1),97.422028,2.5779757
United_Kingdom_MA,GB_MA,2011,1598000000,55183000000,94,,,Master only (1),97.185677,2.8143218
United_Kingdom_MA,GB_MA,2012,1381000000,65306000000,94,,,Master only (1),97.929131,2.0708685
United_Kingdom_MA,GB_MA,2013,1307000000,76379000000,94,,,Master only (1),98.317589,1.6824138
United_Kingdom_MA,GB_MA,2014,563000000,81664000000,94,,,Master only (1),99.315308,.68468994
United_Kingdom_MA,GB_MA,2015,935000000,105100000000,94,,,Master only (1),99.118217,.88178432
United_Kingdom_MA,GB_MA,2016,2279000000,109737000000,94,,,Master only (1),97.965469,2.0345309
United_Kingdom_MA,GB_MA,2017,7137000000,119600000000,94,,,Master only (1),94.368652,5.6313467
United_Kingdom_MA,GB_MA,2018,30470000000,115950000000,94,,,Master only (1),79.190002,20.809999
United_Kingdom_MA,GB_MA,2019,19845000000,124198000000,94,,,Master only (1),86.222862,13.777136
United_Kingdom_MA,GB_MA,2020,22578000000,137614000000,94,,,Master only (1),85.905663,14.094337
United_Kingdom_MA,GB_MA,2021,18334000000,124380000000,94,,,Master only (1),87.153328,12.846672
United_Kingdom_MA,GB_MA,2022,24454000000,101287000000,94,,,Master only (1),80.552086,19.447912
United_Kingdom_MA,GB_MA,2023,6312000000,108581000000,94,,,Master only (1),94.506195,5.4938073
United_Kingdom_MA,GB_MA,2024,5260000000,113999000000,94,,,Master only (1),95.589432,4.4105687
GEORGIA,GEO,1999,,,31,EUR,37.823849,Matched (3),,
GEORGIA,GEO,2000,,,31,EUR,30.923647,Matched (3),,
GEORGIA,GEO,2001,,,31,EUR,40.956264,Matched (3),,
GEORGIA,GEO,2002,,,31,EUR,39.709988,Matched (3),,
GEORGIA,GEO,2003,,,31,EUR,34.969452,Matched (3),,
GEORGIA,GEO,2004,,,31,EUR,63.611763,Matched (3),,
GEORGIA,GEO,2005,,,31,EUR,70.961143,Matched (3),,
GEORGIA,GEO,2006,,,31,EUR,122.80702,Matched (3),,
GEORGIA,GEO,2007,757056109.5752701,589282041.9703441,31,EUR,127.89532,Matched (3),43.769245,56.230755
GEORGIA,GEO,2008,860512125.3749249,607323295.740852,31,EUR,75.731636,Matched (3),41.375435,58.624565
GEORGIA,GEO,2009,1067960112.65275,823615554.377743,31,EUR,99.852768,Matched (3),43.541245,56.458755
GEORGIA,GEO,2010,1074446183.88047,966918739.420408,31,EUR,126.22124,Matched (3),47.366287,52.633713
GEORGIA,GEO,2011,1001642088.24541,1593268174.38119,31,EUR,129.38474,Matched (3),61.399742,38.600258
GEORGIA,GEO,2012,889366291.6336089,1762288497.25738,31,EUR,80.853416,Matched (3),66.459953,33.540047
GEORGIA,GEO,2013,872073402.1138049,1729398942.66429,31,EUR,108.09606,Matched (3),66.477699,33.522301
GEORGIA,GEO,2014,975602903.8649919,1514946852.68829,31,EUR,102.15852,Matched (3),60.827808,39.172192
GEORGIA,GEO,2015,693622800.6388581,1627415757.58904,31,EUR,92.258057,Matched (3),70.115845,29.884157
GEORGIA,GEO,2016,633490208.4635409,1929283683.04368,31,EUR,92.602219,Matched (3),75.281075,24.718927
GEORGIA,GEO,2017,663963221.7228611,2168916734.59224,31,EUR,91.66494,Matched (3),76.562256,23.437746
GEORGIA,GEO,2018,530806195.072106,2558266638.56011,31,EUR,92.52713,Matched (3),82.81665,17.18335
GEORGIA,GEO,2019,652678341.995327,2653829991.03114,31,EUR,94.283066,Matched (3),80.260796,19.739201
GEORGIA,GEO,2020,1160353668.64432,2540137576.06665,31,EUR,100.23011,Matched (3),68.64325,31.356747
GEORGIA,GEO,2021,1279990313.31999,2504999858.55824,31,EUR,103.2963,Matched (3),66.182465,33.817532
GEORGIA,GEO,2022,1535938563.79349,2890163348.79349,31,EUR,95.511681,Matched (3),65.298164,34.701836
GEORGIA,GEO,2023,892454267.5169179,3661270609.14702,31,EUR,89.708282,Matched (3),80.401665,19.598335
GEORGIA,GEO,2024,1279080575.95839,2118055474.97862,31,EUR,87.079849,Matched (3),62.348267,37.651733
GREECE,GRC,1999,,,33,,,Master only (1),,
GREECE,GRC,2000,,,33,,,Master only (1),,
GREECE,GRC,2001,,,33,,,Master only (1),,
GREECE,GRC,2002,,,33,,,Master only (1),,
GREECE,GRC,2003,1530756000,2312553000,33,,,Master only (1),60.170883,39.829117
GREECE,GRC,2004,360000000,384000000,33,,,Master only (1),51.612904,48.387096
GREECE,GRC,2005,224000000,85000000,33,,,Master only (1),27.508091,72.491913
GREECE,GRC,2006,277000000,131000000,33,,,Master only (1),32.107841,67.892159
GREECE,GRC,2007,200000000,318000000,33,,,Master only (1),61.389961,38.610039
GREECE,GRC,2008,143000000,16000000,33,,,Master only (1),10.062893,89.937103
GREECE,GRC,2009,133000000,66000000,33,,,Master only (1),33.165829,66.834167
GREECE,GRC,2010,31000000,77000000,33,,,Master only (1),71.296295,28.703703
GREECE,GRC,2011,17000000,13000000,33,,,Master only (1),43.333332,56.666668
GREECE,GRC,2012,34000000,15000000,33,,,Master only (1),30.612246,69.387756
GREECE,GRC,2013,172000000,22000000,33,,,Master only (1),11.340206,88.65979
GREECE,GRC,2014,716000000,8000000,33,,,Master only (1),1.1049724,98.895027
GREECE,GRC,2015,979000000,518000000,33,,,Master only (1),34.602539,65.397461
GREECE,GRC,2016,732000000,1186000000,33,,,Master only (1),61.835243,38.164757
GREECE,GRC,2017,1132000000,1142000000,33,,,Master only (1),50.219875,49.780125
GREECE,GRC,2018,672000000,1443000000,33,,,Master only (1),68.226952,31.77305
GREECE,GRC,2019,617000000,1525000000,33,,,Master only (1),71.195145,28.804855
GREECE,GRC,2020,1142000000,3021000000,33,,,Master only (1),72.567863,27.43214
GREECE,GRC,2021,1035000000,2664000000,33,,,Master only (1),72.019463,27.980536
GREECE,GRC,2022,1109000000,2457000000,33,,,Master only (1),68.900726,31.099272
GREECE,GRC,2023,1252000000,2921000000,33,,,Master only (1),69.997604,30.002396
GREECE,GRC,2024,577000000,3210000000,33,,,Master only (1),84.763664,15.236335
GUATEMALA,GTM,1999,,,34,WHD,,Matched (3),,
GUATEMALA,GTM,2000,,,34,WHD,,Matched (3),,
GUATEMALA,GTM,2001,,,34,WHD,,Matched (3),,
GUATEMALA,GTM,2002,,,34,WHD,,Matched (3),,
GUATEMALA,GTM,2003,,,34,WHD,,Matched (3),,
GUATEMALA,GTM,2004,,,34,WHD,,Matched (3),,
GUATEMALA,GTM,2005,,,34,WHD,150.46266,Matched (3),,
GUATEMALA,GTM,2006,,,34,WHD,142.75002,Matched (3),,
GUATEMALA,GTM,2007,,,34,WHD,137.33632,Matched (3),,
GUATEMALA,GTM,2008,4863406.04,4453493032.43,34,WHD,146.14864,Matched (3),99.890915,.10908518
GUATEMALA,GTM,2009,5913458.9,4684383419.79,34,WHD,159.7119,Matched (3),99.873924,.12607856
GUATEMALA,GTM,2010,74697891.59,5294701113.82,34,WHD,162.53633,Matched (3),98.608826,1.3911779
GUATEMALA,GTM,2011,85851982.17999999,5482662713.179999,34,WHD,98.216072,Matched (3),98.45826,1.5417393
GUATEMALA,GTM,2012,62800000,5990600000,34,WHD,146.3338,Matched (3),98.96257,1.0374335
GUATEMALA,GTM,2013,95500000,6636300000,34,WHD,97.756531,Matched (3),98.58136,1.4186399
GUATEMALA,GTM,2014,153600000,6655600000,34,WHD,90.076828,Matched (3),97.744232,2.2557716
GUATEMALA,GTM,2015,59310000,7208390000,34,WHD,134.12065,Matched (3),99.183922,.81607664
GUATEMALA,GTM,2016,86730000,8575959999.999999,34,WHD,151.03319,Matched (3),98.99881,1.0011902
GUATEMALA,GTM,2017,104090000,11123900000,34,WHD,121.12848,Matched (3),99.072945,.92705816
GUATEMALA,GTM,2018,58200000,12164800000,34,WHD,131.285,Matched (3),99.523849,.47615153
GUATEMALA,GTM,2019,75550000,14129270000,34,WHD,146.86186,Matched (3),99.46814,.53186172
GUATEMALA,GTM,2020,99900000,17692800000,34,WHD,173.33153,Matched (3),99.43853,.56146622
GUATEMALA,GTM,2021,121128179.86,19589970000,34,WHD,180.45308,Matched (3),99.385483,.61451769
GUATEMALA,GTM,2022,150464277.11,18679460000,34,WHD,168.92213,Matched (3),99.200928,.79907
GUATEMALA,GTM,2023,136440000,19933180000,34,WHD,175.61333,Matched (3),99.320168,.67983347
GUATEMALA,GTM,2024,132910000,22940750000,34,WHD,182.69894,Matched (3),99.423973,.57602477
HONGKONG,HKG,1999,,,36,,,Master only (1),,
HONGKONG,HKG,2000,10422000000,95131000000,36,,,Master only (1),90.126289,9.8737125
HONGKONG,HKG,2001,10017000000,96118000000,36,,,Master only (1),90.562019,9.4379797
HONGKONG,HKG,2002,8080000000,104485000000,36,,,Master only (1),92.821922,7.1780748
HONGKONG,HKG,2003,9437000000,109203000000,36,,,Master only (1),92.045685,7.9543157
HONGKONG,HKG,2004,10180000000,113269000000,36,,,Master only (1),91.753677,8.2463207
HONGKONG,HKG,2005,13249000000,109306000000,36,,,Master only (1),89.189346,10.810657
HONGKONG,HKG,2006,8407000000,121476000000,36,,,Master only (1),93.527252,6.4727488
HONGKONG,HKG,2007,14186000000,132725000000,36,,,Master only (1),90.343811,9.6561861
HONGKONG,HKG,2008,22426000000,155704000000,36,,,Master only (1),87.410316,12.589682
HONGKONG,HKG,2009,16760000000,228162000000,36,,,Master only (1),93.157005,6.8429947
HONGKONG,HKG,2010,18656000000,239447000000,36,,,Master only (1),92.771881,7.2281222
HONGKONG,HKG,2011,30630000000,245264000000,36,,,Master only (1),88.897911,11.10209
HONGKONG,HKG,2012,33382000000,272661000000,36,,,Master only (1),89.092384,10.907618
HONGKONG,HKG,2013,11641000000,291599000000,36,,,Master only (1),96.161125,3.8388734
HONGKONG,HKG,2014,17696000000,298499000000,36,,,Master only (1),94.40345,5.5965466
HONGKONG,HKG,2015,17807000000,328818000000,36,,,Master only (1),94.862747,5.1372519
HONGKONG,HKG,2016,24653000000,349339000000,36,,,Master only (1),93.40815,6.5918522
HONGKONG,HKG,2017,28636000000,387226000000,36,,,Master only (1),93.114059,6.8859382
HONGKONG,HKG,2018,49476000000,365582000000,36,,,Master only (1),88.079735,11.920261
HONGKONG,HKG,2019,45696000000,377704000000,36,,,Master only (1),89.207367,10.792631
HONGKONG,HKG,2020,70100000000,405166000000,36,,,Master only (1),85.250366,14.749635
HONGKONG,HKG,2021,74128000000,404560000000,36,,,Master only (1),84.514336,15.485661
HONGKONG,HKG,2022,66757000000,337382000000,36,,,Master only (1),83.481674,16.518326
HONGKONG,HKG,2023,92187000000,319205000000,36,,,Master only (1),77.591446,22.408554
HONGKONG,HKG,2024,94925000000,313010000000,36,,,Master only (1),76.730362,23.269638
HONDURAS,HND,1999,,,35,WHD,,Matched (3),,
HONDURAS,HND,2000,,,35,WHD,,Matched (3),,
HONDURAS,HND,2001,,,35,WHD,,Matched (3),,
HONDURAS,HND,2002,,,35,WHD,,Matched (3),,
HONDURAS,HND,2003,,,35,WHD,,Matched (3),,
HONDURAS,HND,2004,,,35,WHD,,Matched (3),,
HONDURAS,HND,2005,,,35,WHD,,Matched (3),,
HONDURAS,HND,2006,,,35,WHD,,Matched (3),,
HONDURAS,HND,2007,,,35,WHD,,Matched (3),,
HONDURAS,HND,2008,,,35,WHD,115.47689,Matched (3),,
HONDURAS,HND,2009,,,35,WHD,104.85379,Matched (3),,
HONDURAS,HND,2010,2069106830.11574,428781935.961175,35,WHD,121.64552,Matched (3),17.165773,82.834229
HONDURAS,HND,2011,1706061324.36478,876267056.449886,35,WHD,108.60089,Matched (3),33.933216,66.066788
HONDURAS,HND,2012,1290035969.14083,1043862588.4903,35,WHD,91.608246,Matched (3),44.726135,55.273865
HONDURAS,HND,2013,1789856839.63733,1036654123.15864,35,WHD,100.77318,Matched (3),36.676105,63.323895
HONDURAS,HND,2014,2246456367.39183,1045158821.13014,35,WHD,105.92552,Matched (3),31.752157,68.247841
HONDURAS,HND,2015,2511010088.58304,1090156442.11002,35,WHD,109.04358,Matched (3),30.272314,69.727684
HONDURAS,HND,2016,2468780000,1195202824.4298,35,WHD,105.79543,Matched (3),32.620316,67.379684
HONDURAS,HND,2017,3316777698.47634,1231272056.61971,35,WHD,115.52154,Matched (3),27.072529,72.927475
HONDURAS,HND,2018,3341614633.82007,1271285180.16952,35,WHD,112.67944,Matched (3),27.559349,72.440651
HONDURAS,HND,2019,3389433062.3767,2194743458.95961,35,WHD,128.37656,Matched (3),39.302902,60.697098
HONDURAS,HND,2020,3341903888.13225,4626087662.531051,35,WHD,162.34444,Matched (3),58.058392,41.941608
HONDURAS,HND,2021,4110248095.31862,4059775098.89014,35,WHD,157.42465,Matched (3),49.691109,50.308891
HONDURAS,HND,2022,4022433038.86364,4241692459.65981,35,WHD,143.0097,Matched (3),51.326572,48.673428
HONDURAS,HND,2023,2942462878.97271,4480489193.790191,35,WHD,122.33272,Matched (3),60.359936,39.640064
HONDURAS,HND,2024,,,35,WHD,106.61146,Matched (3),,
CROATIA,HRV,1999,,,19,EUR,115.61431,Matched (3),,
CROATIA,HRV,2000,1764801266.7,802626026.58,19,EUR,89.812233,Matched (3),31.261879,68.738121
CROATIA,HRV,2001,1884973351.06,1535332022.35,19,EUR,107.53627,Matched (3),44.888741,55.111259
CROATIA,HRV,2002,2484886170.29,1938221963.05,19,EUR,103.34055,Matched (3),43.820362,56.179638
CROATIA,HRV,2003,3165590822.42,4008418651.84,19,EUR,102.92667,Matched (3),55.874176,44.125824
CROATIA,HRV,2004,4046425734.65,4439272764.63,19,EUR,91.478325,Matched (3),52.314758,47.685242
CROATIA,HRV,2005,4418660389.04,4262846546.07,19,EUR,87.823654,Matched (3),49.102612,50.897388
CROATIA,HRV,2006,5221095911.42,5526893743.13,19,EUR,92.611626,Matched (3),51.422581,48.577419
CROATIA,HRV,2007,6080624568.410001,7012264585.49,19,EUR,71.104637,Matched (3),53.557808,46.442192
CROATIA,HRV,2008,2140636890.67,10112857748.5,19,EUR,61.799412,Matched (3),82.530396,17.469603
CROATIA,HRV,2009,2642588180.58,10627107516.02,19,EUR,68.795624,Matched (3),80.085541,19.914459
CROATIA,HRV,2010,2342645223.13,9321867075.32,19,EUR,68.832237,Matched (3),79.916473,20.083525
CROATIA,HRV,2011,3352156179.29,10484761962.15,19,EUR,69.092773,Matched (3),75.773827,24.226177
CROATIA,HRV,2012,2383139673.21,11380218684.7,19,EUR,70.363571,Matched (3),82.684898,17.315104
CROATIA,HRV,2013,1730081209.04,12179538413.19,19,EUR,76.288773,Matched (3),87.561981,12.43802
CROATIA,HRV,2014,3287380000,10850820000,19,EUR,70.446243,Matched (3),76.748245,23.251759
CROATIA,HRV,2015,1570797527.14,9250110106.300001,19,EUR,78.868073,Matched (3),85.483681,14.516319
CROATIA,HRV,2016,2299032333.6,10069395473.1,19,EUR,83.591637,Matched (3),81.412086,18.587912
CROATIA,HRV,2017,3760823777.29,11836210741.09,19,EUR,97.878342,Matched (3),75.887573,24.112429
CROATIA,HRV,2018,3463964551.81,12843121416.17,19,EUR,103.80627,Matched (3),78.757919,21.242083
CROATIA,HRV,2019,3623456379.54,15019502999,19,EUR,114.11127,Matched (3),80.563942,19.436058
CROATIA,HRV,2020,7675698073.99,14380778298.28,19,EUR,119.93575,Matched (3),65.199799,34.800201
CROATIA,HRV,2021,10429919282.23,13857594997.6,19,EUR,130.86996,Matched (3),57.056458,42.943542
CROATIA,HRV,2022,3229941866.87,18953458603.33,19,EUR,183.12,Matched (3),85.439827,14.560175
CROATIA,HRV,2023,150979514.2388,1495523749.59,19,EUR,15.050943,Matched (3),90.830292,9.1697063
CROATIA,HRV,2024,,,19,EUR,15.759639,Matched (3),,
HUNGARY,HUN,1999,,,37,EUR,93.798225,Matched (3),,
HUNGARY,HUN,2000,656028554,10151196700,37,EUR,88.974205,Matched (3),93.929726,6.0702772
HUNGARY,HUN,2001,675186843.7999979,9286522489.999969,37,EUR,82.359177,Matched (3),93.222176,6.7778211
HUNGARY,HUN,2002,913882274.1,8696659360,37,EUR,63.093239,Matched (3),90.490837,9.5091648
HUNGARY,HUN,2003,1091161272,10352305800,37,EUR,58.575268,Matched (3),90.464767,9.5352335
HUNGARY,HUN,2004,1506347752.1,13195752380,37,EUR,49.985966,Matched (3),89.754204,10.2458
HUNGARY,HUN,2005,2510491137.59657,14901911540.7232,37,EUR,55.648994,Matched (3),85.582169,14.417833
HUNGARY,HUN,2006,1327536000,19534270800,37,EUR,50.687508,Matched (3),93.636528,6.3634758
HUNGARY,HUN,2007,1953329490,21311886120,37,EUR,61.386856,Matched (3),91.60408,8.3959227
HUNGARY,HUN,2008,4935246540,27853483800,37,EUR,80.635513,Matched (3),84.948341,15.051655
HUNGARY,HUN,2009,1625140860,39470999400,37,EUR,106.29063,Matched (3),96.045517,3.9544854
HUNGARY,HUN,2010,2777959800,40375955400,37,EUR,104.30476,Matched (3),93.562668,6.4373298
HUNGARY,HUN,2011,5494158180,39940622760,37,EUR,124.61854,Matched (3),87.907593,12.092406
HUNGARY,HUN,2012,6071614920,35849153520,37,EUR,118.04786,Matched (3),85.516449,14.483549
HUNGARY,HUN,2013,4549650900,40391494530,37,EUR,124.50534,Matched (3),89.876427,10.123576
HUNGARY,HUN,2014,3678115950,37185333390,37,EUR,130.54047,Matched (3),90.999008,9.0009928
HUNGARY,HUN,2015,3530871840,29078306040,37,EUR,123.54852,Matched (3),89.17215,10.827847
HUNGARY,HUN,2016,5571656370,19703658840,37,EUR,97.1063,Matched (3),77.956139,22.043865
HUNGARY,HUN,2017,7591928790,19552067970,37,EUR,93.317162,Matched (3),72.030907,27.96909
HUNGARY,HUN,2018,7411585000,22174757000,37,EUR,105.70805,Matched (3),74.949303,25.050697
HUNGARY,HUN,2019,5157978760,24659641060,37,EUR,103.76553,Matched (3),82.701576,17.298426
HUNGARY,HUN,2020,10621409470,28347237100,37,EUR,119.75921,Matched (3),72.743706,27.256296
HUNGARY,HUN,2021,9810241420.00001,25055263940,37,EUR,116.30557,Matched (3),71.862617,28.137384
HUNGARY,HUN,2022,13776632240,19102272700,37,EUR,107.12511,Matched (3),58.098873,41.901127
HUNGARY,HUN,2023,10564794500,22693937500,37,EUR,100.12266,Matched (3),68.234528,31.765476
HUNGARY,HUN,2024,10128651660,23723281500,37,EUR,124.75152,Matched (3),70.079544,29.920452
INDONESIA,IDN,1999,,,40,APD,,Matched (3),,
INDONESIA,IDN,2000,,,40,APD,,Matched (3),,
INDONESIA,IDN,2001,,,40,APD,84.791489,Matched (3),,
INDONESIA,IDN,2002,,,40,APD,97.262146,Matched (3),,
INDONESIA,IDN,2003,,,40,APD,102.68641,Matched (3),,
INDONESIA,IDN,2004,,,40,APD,98.996231,Matched (3),,
INDONESIA,IDN,2005,,,40,APD,95.283974,Matched (3),,
INDONESIA,IDN,2006,15119300000,25577260000,40,APD,106.38036,Matched (3),62.848701,37.151299
INDONESIA,IDN,2007,21867690000,32688020000,40,APD,120.31514,Matched (3),59.916771,40.083229
INDONESIA,IDN,2008,3687490000,45476470000,40,APD,117.52328,Matched (3),92.499611,7.5003924
INDONESIA,IDN,2009,3268550000,57100410000,40,APD,122.58484,Matched (3),94.585709,5.414289
INDONESIA,IDN,2010,6772268300,82978850000,40,APD,93.139473,Matched (3),92.454391,7.545609
INDONESIA,IDN,2011,12585415400,90794680000,40,APD,138.97893,Matched (3),87.826073,12.173925
INDONESIA,IDN,2012,22043720000,83299200000,40,APD,88.808739,Matched (3),79.074326,20.925678
INDONESIA,IDN,2013,19203710000,73668600000,40,APD,118.95161,Matched (3),79.322456,20.677542
INDONESIA,IDN,2014,19477180000,86026730000,40,APD,120.98584,Matched (3),81.538902,18.461098
INDONESIA,IDN,2015,12086430000,87986400000,40,APD,122.24144,Matched (3),87.922363,12.077634
INDONESIA,IDN,2016,11388360000,98952580000,40,APD,127.66177,Matched (3),89.678932,10.321065
INDONESIA,IDN,2017,9114560000,114449980000,40,APD,87.538132,Matched (3),92.623642,7.3763556
INDONESIA,IDN,2018,12548680000,101655780000,40,APD,115.94854,Matched (3),89.012093,10.987907
INDONESIA,IDN,2019,10326100000,111748330000,40,APD,115.36211,Matched (3),91.541145,8.4588556
INDONESIA,IDN,2020,10385200000,117324170000,40,APD,125.37374,Matched (3),91.868095,8.1319017
INDONESIA,IDN,2021,12391550000,118341750000,40,APD,126.05349,Matched (3),90.521507,9.4784956
INDONESIA,IDN,2022,16411630000,107162040000,40,APD,116.42643,Matched (3),86.719154,13.280847
INDONESIA,IDN,2023,35790790000,96191780000,40,APD,121.17889,Matched (3),72.882187,27.117815
INDONESIA,IDN,2024,42246150000,97927370000,40,APD,120.29151,Matched (3),69.861534,30.138468
INDIA,IND,1999,,,39,APD,106.46923,Matched (3),,
INDIA,IND,2000,,,39,APD,112.1084,Matched (3),,
INDIA,IND,2001,,,39,APD,133.94998,Matched (3),,
